X,Y,OBJECTID,cdsCode,schoolID,district,name,addr,city,zip,openDate,charter,docType,socType,gsOffered,shrtName,priv
-117.006036369342,32.6486495596825,1,37684116059745,1,Sweetwater Union High,Bonita Vista Middle,650 Otay Lakes Road,Chula Vista,91910,1980/07/01 00:00:00+00,N,High School District,Intermediate/Middle Schools (Public),7-8,Bonita Vista Mid,N
-116.998197145985,32.6459955415134,2,37684113730405,2,Sweetwater Union High,Bonita Vista Senior High,751 Otay Lakes Road,Chula Vista,91913,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,Bonita Vista SH,N
-117.044515361831,32.6451930392632,3,37680236109771,3,Chula Vista Elementary,Clear View,455 Windrose Way,Chula Vista,91910,1991/09/10 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Clear View,N
-116.990662492697,32.6455623814071,4,37680236095020,4,Chula Vista Elementary,Tiffany (Burton C.) Elementary,1691 Elmhurst Street,Chula Vista,91913,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Tiffany,N
-116.984155336014,32.6331874150473,5,37680236118988,5,Chula Vista Elementary,McMillin (Corky) Elementary,1201 Santa Cora Avenue,Chula Vista,91913,2001/07/17 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,McMillin,N
-117.144293953827,32.6447033746432,6,37680316038087,6,Coronado Unified,Silver Strand Elementary,1350 Leyte Road,Coronado,92118,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Silver Strand,N
-117.096507254733,32.6421217993982,7,37680236037956,7,Chula Vista Elementary,Feaster (Mae L.) Charter,670 Flower Street,Chula Vista,91910,1980/07/01 00:00:00+00,Y,Elementary School District,Elementary Schools (Public),K-8,Feaster,N
-117.016554643809,32.6417243879884,8,37680236111322,8,Chula Vista Elementary,Discovery Charter,1100 Camino Biscay,Chula Vista,91910,1993/07/27 00:00:00+00,Y,Elementary School District,Elementary Schools (Public),K-8,Discovery Charter,N
-116.486757738467,32.6427975941098,9,37682136038681,9,Mountain Empire Unified,Campo Elementary,1654 Buckman Springs Road,Campo,91906,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),P-8,Campo Elem,N
-116.953508228205,32.6385641230749,10,37680236116859,10,Chula Vista Elementary,Arroyo Vista Charter,2491 School House Road,Chula Vista,91915,1999/07/20 00:00:00+00,Y,Elementary School District,Elementary Schools (Public),K-8,Arroyo Vista,N
-116.947448289909,32.6547370367355,11,37684116120968,11,Sweetwater Union High,Eastlake Middle,900 Duncan Ranch Road,Chula Vista,91914,2003/07/01 00:00:00+00,N,High School District,Intermediate/Middle Schools (Public),7-8,Eastlake Mid,N
-116.967129559649,32.6408745731119,12,37684113730843,12,Sweetwater Union High,Eastlake High,1120 Eastlake Parkway,Chula Vista,91915,1992/09/08 00:00:00+00,N,High School District,High Schools (Public),9-12,Eastlake,N
-117.05956858028,32.6371932315883,13,37684113732849,13,Sweetwater Union High,Hilltop Senior High,555 Claire Avenue,Chula Vista,91910,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,Hilltop,N
-116.964949996841,32.6377835163999,14,37680236113021,14,Chula Vista Elementary,Olympic View Elementary,1220 South Greensview Drive,Chula Vista,91915,1995/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Olympic View,N
-117.003579183866,32.6370454636605,15,37680236107775,15,Chula Vista Elementary,Chula Vista Hills Elementary,980 Buena Vista Way,Chula Vista,91910,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Chula Vista Hills,N
-117.087635028686,32.6350389902931,16,37680236038046,17,Chula Vista Elementary,Vista Square Elementary,540 G Street,Chula Vista,91910,1943/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Vista Square,N
-117.084836698031,32.6343759729299,17,37684116059760,18,Sweetwater Union High,Chula Vista Middle,415 Fifth Avenue,Chula Vista,91910,1980/07/01 00:00:00+00,N,High School District,Intermediate/Middle Schools (Public),7-8,Chula Vista Mid,N
-116.996432412,32.6262254936978,18,37680236118970,19,Chula Vista Elementary,Heritage Elementary,1450 Santa Lucia Road,Chula Vista,91913,2001/07/17 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Heritage,N
-117.00846537816,32.6300384307944,19,37684116114276,20,Sweetwater Union High,Rancho del Rey Middle,1174 East J Street,Chula Vista,91910,1997/07/15 00:00:00+00,N,High School District,Intermediate/Middle Schools (Public),7-8,Rancho del Rey,N
-116.991077785989,32.6205695585381,20,37684113731627,21,Sweetwater Union High,Otay Ranch Senior High,1250 Olympic Parkway,Chula Vista,91913,2003/07/21 00:00:00+00,N,High School District,High Schools (Public),9-12,Otay Ranch,N
-117.010516383763,32.6292924409403,21,37680236115646,22,Chula Vista Elementary,Casillas (Joseph) Elementary,1130 East J Street,Chula Vista,91910,1998/07/21 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Casillas,N
-117.014940902829,32.6168116654908,22,37680230101592,23,Chula Vista Elementary,Hedenkamp (Anne and William) Elementary,930 East Palomar,Chula Vista,91913,2003/09/02 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Hedenkamp,N
-117.092870236848,32.6264691189995,23,37680236037980,24,Chula Vista Elementary,Mueller Charter (Robert L.),715 I Street,Chula Vista,91910,1980/07/01 00:00:00+00,Y,Elementary School District,Elementary Schools (Public),K-12,Mueller,N
-116.492745495337,32.7338364333705,24,37682133730991,25,Mountain Empire Unified,Hillside Junior/Senior High,3305 Buckman Springs Road,Pine Valley,91962,1995/08/28 00:00:00+00,N,Unified School District,Alternative Schools of Choice,7-12,Hillside,N
-116.492745495337,32.7338364333705,25,37682133730934,26,Mountain Empire Unified,Campo High (Continuation),3305 Buckman Springs Road,Pine Valley,91962,1993/09/07 00:00:00+00,N,Unified School District,Continuation High Schools,9-12,Campo,N
-117.035396636899,32.622057124258,26,37680236037857,27,Chula Vista Elementary,Rogers (Greg) Elementary,510 East Naples Street,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Rogers,N
-117.244086122521,32.8591610455167,27,37683386040232,28,San Diego Unified,Torrey Pines Elementary,8350 Cliffridge Avenue,La Jolla,92037,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Torrey Pines Elem,N
-117.222514123955,32.8826211902755,28,37683383731189,29,San Diego Unified,Preuss School UCSD,9500 Gilman Drive,La Jolla,92093,1999/09/07 00:00:00+00,Y,Unified School District,High Schools (Public),6-12,Preuss,N
-116.846015072926,32.861417836873,29,37679916112148,30,Cajon Valley Union,Blossom Valley Elementary,9863 Oakmont Terrace,El Cajon,92021,1994/08/29 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Blossom Valley,N
-116.913998350777,32.8593083086197,30,37681896038376,31,Lakeside Union Elementary,Lindo Park Elementary,12824 Lakeshore Drive,Lakeside,92040,1952/09/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Lindo Park,N
-116.969965594922,32.8573407481504,31,37681303737905,32,Grossmont Union High,Santana High,9915 North Magnolia Avenue,Santee,92071,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,Santana,N
-116.613631954432,32.8589633483629,32,37682136038699,33,Mountain Empire Unified,Descanso Elementary,24842 Viejas Boulevard,Descanso,91916,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),P-6,Descanso,N
-117.206594870507,32.8522135809478,33,37683386096598,34,San Diego Unified,Standley Middle,6298 Radcliffe Drive,San Diego,92122,1980/07/01 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Standley,N
-116.938127510549,32.8546950137867,34,37681896038350,35,Lakeside Union Elementary,Lakeside Middle,11833 Woodside Avenue,Lakeside,92040,1936/09/01 00:00:00+00,N,Elementary School District,Intermediate/Middle Schools (Public),6-8,Lakeside Mid,N
-116.911071213096,32.8538386329672,35,37681896085047,36,Lakeside Union Elementary,Tierra del Sol Middle,9611 Petite Lane,Lakeside,92040,1972/09/01 00:00:00+00,N,Elementary School District,Intermediate/Middle Schools (Public),6-8,Tierra del Sol,N
-116.962044697088,32.8525756170129,36,37683616085161,37,Santee Elementary,Hill Creek Elementary,9665 Jeremy Street,Santee,92071,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-8,Hill Creek,N
-117.213061234498,32.8499785292052,37,37683386040174,38,San Diego Unified,Spreckels Elementary,6033 Stadium Street,San Diego,92122,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Spreckels,N
-116.982315965601,32.8513347625099,38,37683616085153,39,Santee Elementary,Rio Seco Elementary,9545 Cuyamaca Street,Santee,92071,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-8,Rio Seco,N
-116.921368516765,32.8518777315112,39,37681896110092,40,Lakeside Union Elementary,Lemon Crest Elementary,12463 Lemon Crest Drive,Lakeside,92040,1991/09/10 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Lemon Crest,N
-117.015785301774,32.8479965668181,40,37681303730702,41,Grossmont Union High,West Hills High,8756 Mast Boulevard,Santee,92071,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,West Hills,N
-116.971717524277,32.8641425662529,41,37683616120190,42,Santee Elementary,Santee Success Program,10280 North Magnolia Avenue,Santee,92071,2001/09/03 00:00:00+00,N,Elementary School District,District Community Day Schools,K-8,Santee Success,N
-116.996252061658,32.8480656185934,42,37683616040356,43,Santee Elementary,Carlton Hills Elementary,9353 Pike Road,Santee,92071,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-8,Carlton Hills,N
-116.932055537091,32.8469541399661,43,37681896038384,44,Lakeside Union Elementary,Riverview Elementary,9308 Winter Gardens Boulevard,Lakeside,92040,1958/09/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),1-5,Riverview,N
-117.01377476786,32.8444193955719,44,37683616068159,45,Santee Elementary,Carlton Oaks Elementary,9353 Wethersfield Road,Santee,92071,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-8,Carlton Oaks,N
-117.126224498649,32.9123285275115,45,37683386089064,46,San Diego Unified,Walker Elementary,9225 Hillery Drive,San Diego,92126,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Walker,N
-117.14183493679,32.9106987697166,46,37683383730181,47,San Diego Unified,Mira Mesa High,10510 Marauder Way,San Diego,92126,1980/07/01 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Mira Mesa,N
-117.098284301701,32.9095030668628,47,37683386069116,48,San Diego Unified,Miramar Ranch Elementary,10770 Red Cedar Drive,San Diego,92131,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Miramar Ranch,N
-117.113118078822,32.908564298134,48,37683383730884,49,San Diego Unified,Scripps Ranch High,10410 Falcon Way,San Diego,92131,1993/09/01 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Scripps Ranch,N
-117.084736098765,32.9078487048131,49,37683386099071,50,San Diego Unified,Jerabek Elementary,10050 Avenida Magnifica,San Diego,92131,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Jerabek,N
-117.126070672511,32.9067951552842,50,37683386097844,51,San Diego Unified,Wangenheim Middle,9230 Gold Coast Drive,San Diego,92126,1980/07/01 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Wangenheim,N
-117.139940206771,32.9059177494594,51,37683386071914,52,San Diego Unified,Mason Elementary,10340 San Ramon Drive,San Diego,92126,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Mason,N
-116.939466874689,32.8532897104935,52,37681893731072,53,Lakeside Union Elementary,River Valley Charter,9707 1/2 Marilla Drive,Lakeside,92040,1997/09/08 00:00:00+00,Y,Elementary School District,High Schools (Public),7-12,River Valley,N
-116.877485102593,32.9310254602244,53,37681896120901,54,Lakeside Union Elementary,Barona Indian Charter,1095 Barona Road,Lakeside,92040,2002/09/03 00:00:00+00,Y,Elementary School District,K-12 Schools (Public),P-8,Barona,N
-117.159330800531,32.7849318840206,54,37683386039564,55,San Diego Unified,Fletcher Elementary,7666 Bobolink Way,San Diego,92123,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Fletcher,N
-117.189002255877,32.7834929525296,55,37683386039911,56,San Diego Unified,Longfellow K-8,5055 July Street,San Diego,92110,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-8,Longfellow,N
-117.06521950502,32.7831775003014,56,37683386039739,57,San Diego Unified,Hearst Elementary,6230 Del Cerro Boulevard,San Diego,92120,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Hearst,N
-116.947764454241,32.7815519345565,57,37679916037568,58,Cajon Valley Union,Anza Elementary,1005 South Anza Street,El Cajon,92020,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Anza,N
-116.911746513006,32.7394319310471,58,37679916118319,59,Cajon Valley Union,Cajon Valley Home,2962 Jamul Drive,El Cajon,92019,2000/08/28 00:00:00+00,N,Elementary School District,Alternative Schools of Choice,K-8,Cajon Valley Home,N
-116.960436885717,32.7798828331705,59,37679916037592,60,Cajon Valley Union,Chase Avenue Elementary,195 East Chase Avenue,El Cajon,92020,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Chase Av,N
-116.967597970923,32.7783204960562,60,37679916037626,61,Cajon Valley Union,Emerald Middle,1221 South Emerald Avenue,El Cajon,92020,1980/07/01 00:00:00+00,N,Elementary School District,Intermediate/Middle Schools (Public),6-8,Emerald,N
-117.170787254329,32.7766906083815,61,37683386039341,62,San Diego Unified,Carson Elementary,6905 Kramer Street,San Diego,92111,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Carson,N
-117.078991525333,32.7716828505138,62,37683386039713,63,San Diego Unified,Hardy Elementary,5420 Montezuma Road,San Diego,92115,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Hardy,N
-116.915765975824,32.7650829664175,63,37679916101794,64,Cajon Valley Union,Vista Grande Elementary,1908 Vista Grande Road,El Cajon,92019,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Vista Grande CV,N
-117.118189091458,32.7614466602459,64,37683386039101,65,San Diego Unified,Adams Elementary,4672 35th Street,San Diego,92116,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Adams,N
-117.134563919558,32.7587260415733,65,37683386039655,66,San Diego Unified,Garfield Elementary,4487 Oregon Street,San Diego,92116,1999/09/07 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Garfield Elem,N
-117.103717669588,32.7581442099953,66,37683386039606,67,San Diego Unified,Franklin Elementary,4481 Copeland Avenue,San Diego,92116,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Franklin,N
-117.083916660292,32.7510210898831,67,37683386039762,68,San Diego Unified,Fay Elementary,4080 52nd Street,San Diego,92105,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Fay,N
-117.148509970029,32.7561558772528,68,37683386039259,69,San Diego Unified,Birney Elementary,4345 Campus Avenue,San Diego,92103,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Birney,N
-117.22499504188,32.8024735889365,69,37683386039184,70,San Diego Unified,Barnard Elementary,2445 Fogg Street,San Diego,92109,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-6,Barnard,N
-117.093602237667,32.7525222384846,70,37683386039523,71,San Diego Unified,Euclid Elementary,4166 Euclid Avenue,San Diego,92105,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Euclid,N
-117.117790673555,32.7506989952521,71,37683386039499,72,San Diego Unified,Edison Elementary,4077 35th Street,San Diego,92104,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Edison Elem,N
-117.107636740822,32.7513354319459,72,37683386039366,73,San Diego Unified,Central Elementary,4063 Polk Avenue,San Diego,92105,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Central Elem SD,N
-117.175391446018,32.7494662146861,73,37683386039671,74,San Diego Unified,Grant K-8,1425 Washington Place,San Diego,92103,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-8,Grant,N
-117.16415292933,32.748579164196,74,37683386039572,75,San Diego Unified,Florence Elementary,3914 First Avenue,San Diego,92103,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Florence,N
-117.207875498002,32.7470597697478,75,37683386039481,76,San Diego Unified,Dewey Elementary,3251 Rosecrans Street,San Diego,92110,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-4,Dewey,N
-117.133019341375,32.7474795082195,76,37683386039770,77,San Diego Unified,Jefferson Elementary,3770 Utah Street,San Diego,92104,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Jefferson SD,N
-117.066982400034,32.7469675420856,77,37683386039457,78,San Diego Unified,Darnall Charter,6020 Hughes Street,San Diego,92115,1980/07/01 00:00:00+00,Y,Unified School District,Elementary Schools (Public),K-8,Darnall,N
-117.086447418395,32.7434319654648,78,37683386039952,79,San Diego Unified,Marshall Elementary,3550 Altadena Avenue,San Diego,92105,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Marshall Elem SD,N
-117.221525964637,32.7403111001353,79,37683386039903,80,San Diego Unified,Loma Portal Elementary,3341 Browning Street,San Diego,92106,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-4,Loma Portal,N
-116.91759595329,32.8671003667211,80,37681303731809,81,Grossmont Union High,El Capitan High,10410 Ashwood Street,Lakeside,92040,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,El Capitan,N
-116.935837806505,32.8667377503587,81,37681896038343,82,Lakeside Union Elementary,Lakeside Farms Elementary,11915 Lakeside Avenue,Lakeside,92040,1957/09/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Lakeside Farms,N
-116.971754800662,32.8651978805726,82,37683616040349,83,Santee Elementary,Cajon Park Elementary,10300 Magnolia Avenue,Santee,92071,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-8,Cajon Park,N
-116.971916081389,32.862843582014,83,37683616111041,84,Santee Elementary,Santee Alternative,10250 El Nopal,Santee,92071,1992/07/01 00:00:00+00,N,Elementary School District,Alternative Schools of Choice,K-8,Santee Alt,N
-117.220956872006,32.8629991546827,84,37683386099055,85,San Diego Unified,Doyle Elementary,3950 Berino Court,San Diego,92122,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Doyle,N
-117.00471978557,32.8626764858824,85,37683616040406,86,Santee Elementary,Sycamore Canyon Elementary,10201 Settle Road,Santee,92071,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Sycamore Canyon,N
-117.207787761988,32.8610683935797,86,37683383730314,87,San Diego Unified,University City High,6949 Genesee Avenue,San Diego,92122,1980/07/01 00:00:00+00,N,Unified School District,High Schools (Public),9-12,University City,N
-117.250601493262,32.8089508498165,87,37683386040042,88,San Diego Unified,Pacific Beach Elementary,1234 Tourmaline Street,San Diego,92109,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Pacific Beach Elem,N
-117.20286053419,32.8091228347297,88,37683383731213,89,San Diego Unified,Clairemont High,4150 Ute Drive,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Clairemont High,N
-117.200595531814,32.808646599998,89,37683386059653,90,San Diego Unified,Marston Middle,3799 Clairemont Drive,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Marston,N
-117.108364887068,32.8061827862335,90,37683386096051,91,San Diego Unified,Hancock Elementary,3303 Taussig Street,San Diego,92124,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Hancock,N
-117.007559483293,32.815041377469,91,37681303731536,92,Grossmont Union High,Grossmont Middle College High,8800 Grossmont College Drive,El Cajon,92020,2002/09/03 00:00:00+00,N,High School District,Alternative Schools of Choice,11-12,Grossmont Mid Col,N
-117.184182788803,32.9027665139802,92,37683383731395,93,San Diego Unified,Audeo Charter,10170 Huennekens Street,San Diego,92121,2001/09/04 00:00:00+00,Y,Unified School District,High Schools (Public),K-12,Audeo CS I,N
-117.136076878725,32.8056384685546,93,37683386040281,94,San Diego Unified,Wegeforth Elementary,3443 Ediwhar Avenue,San Diego,92123,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Wegeforth,N
-117.053716782858,32.8053197468663,94,37683386096879,95,San Diego Unified,Dailard Elementary,6425 Cibola Road,San Diego,92120,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Dailard 2,N
-116.866224235433,32.8052439075358,95,37679916037600,96,Cajon Valley Union,Crest Elementary,2000 Suncrest Boulevard,El Cajon,92021,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Crest,N
-117.241812958853,32.8021374192018,96,37683386059695,97,San Diego Unified,Pacific Beach Middle,4676 Ingraham Street,San Diego,92109,1980/07/01 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Pacific Beach Mid,N
-117.209951881923,32.8012469307602,97,37683386040224,98,San Diego Unified,Toler Elementary,3350 Baker Street,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Toler,N
-117.129910481493,32.8015042574329,98,37683386059711,99,San Diego Unified,Taft Middle,9191 Gramercy Drive,San Diego,92123,1980/07/01 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Taft,N
-117.021001310634,32.8016528817821,99,37683386061972,100,San Diego Unified,Pershing Middle,8204 San Carlos Drive,San Diego,92119,1980/07/01 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Pershing,N
-116.995745320442,32.8007156427422,100,37681976038442,101,La Mesa-Spring Valley,Fletcher Hills Elementary,2330 Center Place,El Cajon,92020,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Fletcher Hills,N
-116.915162703457,32.7994449355744,101,37681303732336,102,Grossmont Union High,Granite Hills High,1719 East Madison Avenue,El Cajon,92019,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,Granite Hills,N
-116.948039240938,32.7996385307896,102,37681303731692,103,Grossmont Union High,El Cajon Valley High,1035 East Madison Avenue,El Cajon,92021,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,El Cajon Valley,N
-117.078958381145,32.7962316270723,103,37683386059638,104,San Diego Unified,Lewis Middle,5170 Greenbrier Avenue,San Diego,92120,1980/07/01 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Lewis,N
-117.052281720779,32.7975588544004,104,37683383732781,105,San Diego Unified,Henry High,6702 Wandermere Drive,San Diego,92120,1980/07/01 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Henry,N
-117.045307980869,32.796881825477,105,37683386039697,106,San Diego Unified,Green Elementary,7030 Wandermere Place,San Diego,92119,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Green,N
-117.031957936811,32.7949171702814,106,37683386040299,108,San Diego Unified,Benchley/Weinberger Elementary,6269 Twin Lake Drive,San Diego,92119,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,BW 2,N
-117.125404803069,32.7918921799042,107,37683386039804,109,San Diego Unified,Juarez Elementary,2633 Melbourne Drive,San Diego,92123,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Juarez,N
-117.004115175897,32.7906356052606,108,37681976038558,110,La Mesa-Spring Valley,Parkway Sports and Health Science Academy,9009 Park Plaza Drive,La Mesa,91942,1980/07/01 00:00:00+00,N,Elementary School District,Intermediate/Middle Schools (Public),7-8,Parkway,N
-116.994300438116,32.7906960558574,109,37681976038541,111,La Mesa-Spring Valley,Northmont Elementary,9405 Gregory Street,La Mesa,91942,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Northmont,N
-117.172069216429,32.7885506586373,110,37683386059679,112,San Diego Unified,Montgomery Middle,2470 Ulric Street,San Diego,92111,1980/07/01 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Montgomery Mid,N
-117.019352034672,32.7878233533786,111,37681976038533,113,La Mesa-Spring Valley,Murray Manor Elementary,8305 El Paso Street,La Mesa,91942,1953/09/11 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Murray Manor,N
-116.952059767323,32.7872411946194,112,37103716119119,114,San Diego County Office of Education,Literacy First Charter,799 East Washington Avenue,El Cajon,92020,2001/08/21 00:00:00+00,Y,County Office of Education (COE),Elementary Schools (Public),K-12,Literacy First,N
-116.986322473727,32.7804669831057,113,37681303732625,115,Grossmont Union High,Grossmont High,1100 Murray Drive,La Mesa,91944,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,Grossmont,N
-117.038706600759,32.7759086739388,114,37681976038525,116,La Mesa-Spring Valley,Maryland Avenue Elementary,5400 Maryland Avenue,La Mesa,91941,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Maryland Av,N
-117.17960780271,32.7721027011711,115,37683383730231,117,San Diego Unified,Twain High,6402 Linda Vista Road,San Diego,92111,1980/07/01 00:00:00+00,N,Unified School District,Continuation High Schools,7-12,Twain High,N
-117.180084429925,32.769534503523,116,37103716069355,118,San Diego County Office of Education,San Diego County Special Education,"6401 Linda Vista Road, Room 409",San Diego,92111,1980/07/01 00:00:00+00,N,County Office of Education (COE),Special Education Schools (Public),K-12,San Diego SpecEd,N
-117.049664079039,32.7700832256247,117,37683386040018,120,San Diego Unified,Harriet Tubman Village Charter,6880 Mohawk Street,San Diego,92115,1980/07/01 00:00:00+00,Y,Unified School District,Elementary Schools (Public),K-8,Tubman,N
-117.061851137777,32.7681455094105,118,37683386040000,121,San Diego Unified,Language Academy,4961 64th Street,San Diego,92115,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-8,Language Academy,N
-117.007865804303,32.7678988149175,119,37681976038517,122,La Mesa-Spring Valley,Lemon Avenue Elementary,8787 Lemon Avenue,La Mesa,91941,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Lemon Av,N
-117.048675222123,32.7629487098429,120,37681976038574,123,La Mesa-Spring Valley,Rolando Elementary,6925 Tower Street,La Mesa,91941,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Rolando,N
-116.946526015904,32.7615272177544,121,37679916037642,124,Cajon Valley Union,Fuerte Elementary,11625 Fuerte Drive,El Cajon,92020,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Fuerte,N
-116.921224011545,32.7606679423204,122,37681303730066,125,Grossmont Union High,Valhalla High,1725 Hillsdale Road,El Cajon,92019,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,Valhalla,N
-117.222510071761,33.2181096127746,123,37684520105882,126,Vista Unified,Foothill Oak Elementary,1370 Oak Drive,Vista,92084,2004/09/07 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Foothill Oak,N
-117.28994431346,33.1728976613341,124,37735510107557,127,Carlsbad Unified,Calavera Hills Middle,4104 Tamarack Avenue,Carlsbad,92008,2004/08/31 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Calavera Hills Mid,N
