X,Y,OBJECTID,cdsCode,schoolID,district,name,addr,city,zip,openDate,charter,docType,socType,gsOffered,shrtName,priv
-117.104557894388,32.8261517171382,510,37683383730173,523,San Diego Unified,Canyon Hills High,5156 Santo Road,San Diego,92124,1980/07/01 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Canyon Hills,N
-117.186680244346,32.8205689969468,511,37683383730751,524,San Diego Unified,Mt. Everest Academy,4350 Mount Everest Boulevard,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,Alternative Schools of Choice,K-12,Mt Everest,N
-117.100483138334,32.8203150619086,512,37683386099063,525,San Diego Unified,Farb Middle,4880 La Cuenta Drive,San Diego,92124,1980/07/01 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Farb,N
-116.777644561561,32.8189253445353,513,37679676109086,526,Alpine Union Elementary,Boulder Oaks Elementary,2320 Tavern Road,Alpine,91901,1990/05/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),1-5,Boulder Oaks,N
-117.106177971052,32.8179661920774,514,37683386093256,527,San Diego Unified,Miller Elementary,4343 Shields Street,San Diego,92124,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Miller SD,N
-117.264228694597,32.810772817242,515,37683386039242,528,San Diego Unified,Bird Rock Elementary,5371 La Jolla Hermosa Avenue,La Jolla,92037,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Bird Rock,N
-117.16156789404,32.8118236474445,516,37683386040109,529,San Diego Unified,Ross Elementary,7470 Bagdad Street,San Diego,92111,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Ross,N
-117.179032540261,32.809356678424,517,37683386040083,530,San Diego Unified,Riley/New Dawn,5650 Mount Ackerly Drive,San Diego,92111,1980/07/01 00:00:00+00,N,Unified School District,Special Education Schools (Public),K-12,New Dawn,N
-117.232338264717,32.8088120214333,518,37683386040141,531,San Diego Unified,Sessions Elementary,2150 Beryl Street,San Diego,92109,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Sessions,N
-117.083182729904,32.6202176130004,519,37680236115778,532,Chula Vista Elementary,Chula Vista Learning Community Charter,590 K Street,Chula Vista,91910,1998/09/08 00:00:00+00,Y,Elementary School District,Elementary Schools (Public),K-12,Chula Vista Learning,N
-117.077334959388,32.6219722403905,520,37684113731064,533,Sweetwater Union High,Chula Vista Senior High,820 Fourth Avenue,Chula Vista,91911,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,Chula Vista,N
-117.048029805577,32.6201415779232,521,37680236037923,534,Chula Vista Elementary,Kellogg (Karl H.) Elementary,229 East Naples Street,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Kellogg,N
-117.07510753091,32.6185003943638,522,37680236037931,535,Chula Vista Elementary,Rice (Lilian J.) Elementary,915 Fourth Avenue,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Rice,N
-117.056857165893,32.6149579874333,523,37680236037824,536,Chula Vista Elementary,Castle Park Elementary,25 Emerson Street,Chula Vista,91910,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Castle Park Elem,N
-117.07712417958,32.6150294909794,524,37684113731155,537,Sweetwater Union High,Options Secondary,467 Moss Street,Chula Vista,91911,1998/07/01 00:00:00+00,N,High School District,Alternative Schools of Choice,7-12,Options,N
-117.031851094967,32.6135477816044,525,37680236066971,538,Chula Vista Elementary,Parkview Elementary,575 Juniper Street,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Parkview,N
-117.02477279409,32.6185087817382,526,37684113731460,539,Sweetwater Union High,Alta Vista Academy,730 Medical Center Court,Chula Vista,91911,2001/08/01 00:00:00+00,N,High School District,District Community Day Schools,7-12,Alta Vista Academy,N
-117.04343697028,32.6130935401837,527,37680236037972,540,Chula Vista Elementary,Palomar Elementary,300 East Palomar Street,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Palomar Elem,N
-116.493737917685,32.7321547388215,528,37682133731080,541,Mountain Empire Unified,Cottonwood Community Day,3291 Buckman Springs Road,Pine Valley,91962,1996/09/18 00:00:00+00,N,Unified School District,District Community Day Schools,7-12,Cottonwood CD,N
-116.612679433504,32.6112951526087,529,37682136097190,542,Mountain Empire Unified,Potrero Elementary,24875 Potrero Valley Road,Potrero,91963,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),P-6,Potrero,N
-117.052383183332,32.6070468886307,530,37684113730801,543,Sweetwater Union High,Castle Park Senior High,1395 Hilltop Drive,Chula Vista,91911,1980/07/01 00:00:00+00,N,High School District,High Schools (Public),9-12,Castle Park,N
-117.070171639747,32.6062658584863,531,37680236037907,544,Chula Vista Elementary,Lauderbach (J. Calvin) Elementary,390 Palomar Street,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Lauderbach,N
-117.059136484717,32.6053772561615,532,37684116059752,545,Sweetwater Union High,Castle Park Middle,160 Quintard Street,Chula Vista,91911,1980/07/01 00:00:00+00,N,High School District,Intermediate/Middle Schools (Public),7-8,Castle Park Mid,N
-117.061180503712,32.6059137216203,533,37684116117154,546,Sweetwater Union High,Sweetwater Community Day,1355 Second Avenue,Chula Vista,91911,1999/09/01 00:00:00+00,N,High School District,District Community Day Schools,7-9,Sweetwater Day,N
-117.073684573342,32.6050943507928,534,37684113732047,547,Sweetwater Union High,Palomar High,480 Palomar Street,Chula Vista,91911,1980/07/01 00:00:00+00,N,High School District,Continuation High Schools,7-12,Palomar,N
-117.031768143883,32.6044418469347,535,37680236038020,548,Chula Vista Elementary,Valle Lindo Elementary,1515 Oleander Avenue,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Valle Lindo,N
-117.049743545689,32.6015253158181,536,37680236037949,549,Chula Vista Elementary,Loma Verde Elementary,1450 Loma Lane,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Loma Verde,N
-117.068716394029,32.5980879009279,537,37680236037915,550,Chula Vista Elementary,Montgomery (John J.) Elementary,1601 Fourth Avenue,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Montgomery Elem,N
-117.057453965466,32.5963547365743,538,37680236095038,551,Chula Vista Elementary,Otay Elementary,1651 Albany Avenue,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Otay,N
-117.112808511735,32.5886686233796,539,37683956040463,552,South Bay Union,Bayside STEAM Academy,490 Emory Street,Imperial Beach,91932,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Bayside,N
-117.049060427641,32.5849772298879,540,37680236037964,553,Chula Vista Elementary,Finney (Myrtle S.) Elementary,3950 Byrd Street,San Diego,92154,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Finney,N
-117.169336761668,32.8271329920648,541,37683386039853,554,San Diego Unified,Lafayette Elementary,6125 Printwood Way,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-6,Lafayette,N
-117.215629193035,32.822138134145,542,37683386039309,555,San Diego Unified,Cadman Elementary,4370 Kamloop Avenue,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Cadman,N
-116.930305311337,32.821250887507,543,37679916037741,556,Cajon Valley Union,W. D. Hall Elementary,1376 Pepper Drive,El Cajon,92021,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Hall,N
-117.171204424159,32.8194933461965,544,37683386039887,557,San Diego Unified,Clairemont Canyons Academy,4133 Mount Albertine Avenue,San Diego,92111,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-6,Clairemont Canyons,N
-116.774001228893,32.8251920744373,545,37679676037535,558,Alpine Union Elementary,Joan MacQueen Middle,2001 Tavern Road,Alpine,91901,1980/07/01 00:00:00+00,N,Elementary School District,Intermediate/Middle Schools (Public),6-8,MacQueen,N
-117.024958177889,32.5717742009257,546,37683796119341,559,San Ysidro Elementary,Ocean View Hills,4919 Del Sol Boulevard,San Diego,92154,2001/08/27 00:00:00+00,N,Elementary School District,Elementary Schools (Public),P-6,Ocean View Hills,N
-117.082322511255,32.9300895722567,547,37683386119135,560,San Diego Unified,Scripps Elementary,11778 Cypress Canyon Road,San Diego,92131,2001/09/04 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Scripps,N
-117.148485903704,32.9670477628186,548,37682963731528,561,Poway Unified,Westview High,13500 Camino Del Sur,San Diego,92129,2002/08/27 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Westview,N
-117.148745989869,33.4135420448103,549,37684376040562,562,Vallecitos Elementary,Vallecitos Elementary,5211 Fifth Street,Rainbow,92028,1886/09/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-8,Vallecitos,N
-116.642518843515,33.2736749443428,550,37754163731015,563,Warner Unified,San Jose Valley Continuation High,30951 Highway 79,Warner Springs,92086,1996/09/03 00:00:00+00,N,Unified School District,Continuation High Schools,9-12,San Jose Valley,N
-117.315998439776,33.2381408893529,551,37735696119713,564,Oceanside Unified,Nichols Elementary,4250 Old Grove Road,Oceanside,92056,2002/08/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Nichols,N
-117.216753060882,33.1782999837609,552,37684520100933,565,Vista Unified,Hannalei Elementary,120 Hannalei Drive,Vista,92083,2003/09/22 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Hannalei,N
-117.274003178214,33.0314015079502,553,37680076037758,566,Cardiff Elementary,Ada W. Harris Elementary,1508 Windsor Road,Cardiff-by-the-Sea,92007,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),3-6,Harris,N
-117.283949817331,33.0252836040628,554,37680076037766,567,Cardiff Elementary,Cardiff Elementary,1888 Montgomery Avenue,Cardiff-by-the-Sea,92007,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-3,Cardiff,N
-117.219837071826,32.7345678139833,555,37683380108787,568,San Diego Unified,High Tech High Media Arts,2230 Truxtun Road Third Floor,San Diego,92106,2005/08/29 00:00:00+00,Y,Unified School District,High Schools (Public),9-12,HTHMA,N
-117.202135047832,32.8551919840718,556,37683386039440,569,San Diego Unified,Curie Elementary,4080 Governor Drive,San Diego,92122,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Curie,N
-117.271040113746,32.8392936781221,557,37683386039846,570,San Diego Unified,La Jolla Elementary,1111 Marine Street,La Jolla,92037,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,La Jolla Elem,N
-117.188968400149,32.8388114110151,558,37683386039721,571,San Diego Unified,Hawthorne Elementary,4750 Lehrer Drive,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-6,Hawthorne,N
-116.873227613084,32.8409695401397,559,37679916037733,572,Cajon Valley Union,Rios Elementary,14314 Rios Canyon Road,El Cajon,92021,1980/07/01 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-5,Rios,N
-117.272029674199,32.8338050054487,560,37683383733508,573,San Diego Unified,La Jolla High,750 Nautilus Street,La Jolla,92037,1980/07/01 00:00:00+00,N,Unified School District,High Schools (Public),9-12,La Jolla,N
-117.221008058383,32.8322696692781,561,37683386039119,574,San Diego Unified,Alcott Elementary,4680 Hidalgo Avenue,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Alcott,N
-117.198172845719,32.8329369449796,562,37683386039556,575,San Diego Unified,Field Elementary,4375 Bannock Avenue,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-6,Field,N
-117.175109019799,32.8310519057709,563,37683383733698,576,San Diego Unified,Madison High,4833 Doliva Drive,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Madison,N
-117.223446399342,32.8012253024306,564,37683383734431,577,San Diego Unified,Mission Bay High,2475 Grand Avenue,San Diego,92109,1980/07/01 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Mission Bay,N
-117.259714338753,33.2150256461372,565,37684520111237,578,Vista Unified,Maryland Elementary,700 North Avenue,Vista,92084,2006/08/17 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Maryland,N
-117.195199021767,33.1004175671373,566,37737910111468,579,San Marcos Unified,San Elijo Elementary,1615 Schoolhouse Way,San Marcos,92078,2006/08/14 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,San Elijo Elem,N
-117.108886223905,33.0268011999045,567,37682960111187,580,Poway Unified,Monterey Ridge Elementary,17117 4S Ranch Parkway,San Diego,92127,2006/08/24 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Monterey Ridge,N
-116.818226428326,32.8600247920426,568,37679910111005,581,Cajon Valley Union,Los Coches Creek Middle,9669 Dunbar Lane,El Cajon,92021,2006/08/21 00:00:00+00,N,Elementary School District,Intermediate/Middle Schools (Public),6-8,Los Coches Creek,N
-117.182395746575,32.8366140204154,569,37683383731551,582,San Diego Unified,Creative Performing and Media Arts,5050 Conrad Avenue,San Diego,92117,2002/09/02 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,CPMA,N
-117.193717291114,32.8235603517614,570,37683383730116,583,San Diego Unified,John Muir Language Academy,4431 Mount Herbert Avenue,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,K-12 Schools (Public),K-12,John Muir,N
-117.087521618965,32.7920335311224,571,37683380109157,584,San Diego Unified,Magnolia Science Academy San Diego,6525 Estrella Avenue,San Diego,92120,2005/09/06 00:00:00+00,Y,Unified School District,Intermediate/Middle Schools (Public),6-8,Magnolia Mid,N
-117.11278311467,32.7608981490349,572,37683380111864,585,San Diego Unified,Normal Heights Elementary,3750 Ward Road,San Diego,92116,2006/09/05 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Normal Heights,N
-117.111159508922,32.7470213473739,573,37683380108282,586,San Diego Unified,Cherokee Point Elementary,3735 38th Street,San Diego,92105,2005/09/06 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Cherokee,N
-117.089104483877,32.7526702601767,574,37683380108290,587,San Diego Unified,Ibarra Elementary,4877 Orange Avenue,San Diego,92115,2005/09/06 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Ibarra,N
-116.977621106524,32.6236744510321,575,37680230108662,588,Chula Vista Elementary,Veterans Elementary,1550 Magdalena Avenue,Chula Vista,91913,2005/07/19 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Veterans,N
-116.972654317722,32.6086184089143,576,37684110111831,589,Sweetwater Union High,Olympian High,1925 Magdalena Avenue,Chula Vista,91913,2006/08/07 00:00:00+00,N,High School District,High Schools (Public),9-12,Olympian,N
-117.123554860829,32.7180580724238,577,37683380108266,590,San Diego Unified,Golden Hill K-8,1240 33rd Street,San Diego,92102,2006/09/06 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-8,Golden Hill,N
-117.089544171983,32.7034134219166,578,37683380114025,591,San Diego Unified,Lincoln High,4777 Imperial Avenue,San Diego,92113,2007/09/03 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Lincoln High,N
-117.092356054756,32.6989380735369,579,37683380108274,592,San Diego Unified,Porter Elementary,4800 T Street,San Diego,92113,2005/09/06 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-6,Porter,N
-116.973993675277,32.6116906614944,580,37680230114009,593,Chula Vista Elementary,Wolf Canyon Elementary,1950 Wolf Canyon Loop,Chula Vista,91913,2007/07/17 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Wolf Canyon,N
-117.103076845014,32.7419190549306,581,37683380114041,594,San Diego Unified,Joyner Elementary,4271 Myrtle Avenue,San Diego,92105,2007/09/04 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Joyner,N
-117.126989748421,32.6984147744287,582,37683380114033,595,San Diego Unified,Rodriguez Elementary,825 South 31st Street,San Diego,92113,2007/09/04 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Rodriguez,N
-117.254137368592,33.1174051501446,583,37735510113498,596,Carlsbad Unified,Poinsettia Elementary,2445 Mica Road,Carlsbad,92009,2007/08/29 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Poinsettia,N
-117.328818008634,33.2388272283579,584,37735690113514,597,Oceanside Unified,Louise Foussat Elementary,3800 Pala Road,Oceanside,92054,2007/08/27 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Foussat,N
-117.214845455513,32.9279490710385,585,37680560114686,598,Del Mar Union Elementary,Ocean Air,11444 Canter Heights Drive,San Diego,92130,2007/08/22 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Ocean Air,N
-117.254727587566,33.1990063976423,586,37684520115451,599,Vista Unified,Major General Raymond Murray High,215 North Melrose Drive,Vista,92083,2007/08/20 00:00:00+00,N,Unified School District,Continuation High Schools,10-12,Murray,N
-117.092672978245,32.7154962127431,587,37683380119610,600,San Diego Unified,Gompers Preparatory Academy,1005 47th Street,San Diego,92102,2009/08/31 00:00:00+00,Y,Unified School District,High Schools (Public),6-12,Gompers Prep,N
-117.174847684985,32.8382264102893,588,37683380116939,601,San Diego Unified,Innovation Middle,5095 Arvinels Avenue,San Diego,92117,2008/09/01 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,Innovation,N
-117.007167488376,32.7300041531652,589,37681970115543,602,La Mesa-Spring Valley,Quest Academy,8805 Tyler Street,Spring Valley,91977,2007/08/20 00:00:00+00,N,Elementary School District,District Community Day Schools,6-8,Quest,N
-117.141161983738,33.0185265595871,590,37682960116475,604,Poway Unified,Del Sur Elementary,15665 Paseo Del Sur,San Diego,92127,2008/08/19 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Del Sur,N
-117.162039859722,32.9934777521455,591,37682960116764,605,Poway Unified,Willow Grove Elementary,14727 Via Azul,San Diego,92127,2008/08/19 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Willow Grove,N
-117.127175598644,32.8342771077601,592,37683380118083,608,San Diego Unified,Innovations Academy,5454 Ruffin Road,San Diego,92123,2008/09/01 00:00:00+00,Y,Unified School District,Elementary Schools (Public),K-8,Innovations,N
-117.211474359557,33.1559120547378,593,37737910116467,609,San Marcos Unified,Joli Ann Leichtag Elementary,653 Poinsettia Avenue,Vista,92081,2008/09/02 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-5,Leichtag,N
-116.954064193906,32.6161737263492,594,37764710114678,610,SBC - High Tech High,High Tech High Chula Vista,1945 Discovery Falls Drive,Chula Vista,91915,2007/08/27 00:00:00+00,Y,Statewide Benefit Charter,High Schools (Public),9-12,HTHCV,N
-116.972033320008,32.6076209619771,595,37684110115873,611,Sweetwater Union High,East Hills Academy,1791 Rock Mountain Road,Chula Vista,91913,2007/09/04 00:00:00+00,N,High School District,Special Education Schools (Public),7-12,East Hills,N
-117.25519913559,33.2130134820043,596,37684520114264,612,Vista Unified,North County Trade Tech High,"1132 N Melrose Drive, Suite 501",Vista,92081,2008/09/04 00:00:00+00,Y,Unified School District,High Schools (Public),9-12,Trade Tech,N
-117.237133016257,33.2040775367521,597,37684520114637,613,Vista Unified,"Vista Magnet Middle School of Technology, Science, and Math",151 Civic Center Drive,Vista,92084,2007/08/20 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),6-8,VMMS,N
-116.953961246458,33.2786917373747,598,37754166119275,614,Warner Unified,All Tribes Charter,34320 Valley Center Road,Valley Center,92082,2001/08/04 00:00:00+00,Y,Unified School District,K-12 Schools (Public),6-12,All Tribes,N
-116.970591378102,32.7852148561616,599,37679910119255,615,Cajon Valley Union,EJE Middle Academy,851 South Johnson Avenue,El Cajon,92020,2009/08/17 00:00:00+00,Y,Elementary School District,Intermediate/Middle Schools (Public),6-8,EJE Mid,N
-117.12227102543,33.0146067843399,600,37682960118935,617,Poway Unified,Del Norte High,16601 Nighthawk Lane,San Diego,92127,2009/08/19 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Del Norte,N
-117.07654781876,32.7516946755859,601,37683380107177,618,San Diego Unified,Crawford High,4191 Colts Way,San Diego,92115,2004/09/07 00:00:00+00,N,Unified School District,High Schools (Public),9-12,Crawford,N
-117.154347352156,32.7199440944334,602,37683380118315,619,San Diego Unified,East Village Middle College High,1313 Park Boulevard,San Diego,92101,2008/09/01 00:00:00+00,N,Unified School District,Alternative Schools of Choice,9-12,East Village High,N
-117.130437624908,32.7109918139295,603,37683380111906,620,San Diego Unified,King-Chavez Preparatory Academy,500 30th Street,San Diego,92102,2006/08/28 00:00:00+00,Y,Unified School District,Intermediate/Middle Schools (Public),6-8,King-Chavez Prep,N
-117.127091286231,32.7095057104276,604,37683386040190,622,San Diego Unified,King-Chavez Primary Academy,415 31st Street,San Diego,92102,1980/07/01 00:00:00+00,Y,Unified School District,Elementary Schools (Public),K-2,King-Chavez PA,N
-117.150052954916,32.7025797642292,605,37103710120493,623,San Diego County Office of Education,Monarch,1625 Newton Avenue,San Diego,92113,2009/07/01 00:00:00+00,N,County Office of Education (COE),County Community,K-12,Monarch,N
-116.948004787735,33.0874966268553,606,37103710115998,624,San Diego County Office of Education,San Pasqual Academy,17701 San Pasqual Valley Road,Escondido,92025,2007/07/01 00:00:00+00,N,County Office of Education (COE),Juvenile Court Schools,9-12,San Pasqual Acad,N
-117.264126248885,33.2558402163688,607,37684520118430,625,Vista Unified,Mission Vista High,1306 Melrose Drive,Oceanside,92057,2009/08/24 00:00:00+00,N,Unified School District,Alternative Schools of Choice,9-12,Mission Vista,N
-117.202501633163,33.1330883884531,608,37764710119271,626,SBC - High Tech High,High Tech Middle North County,1460 West San Marcos Boulevard,San Marcos,92078,2009/08/31 00:00:00+00,Y,Statewide Benefit Charter,Intermediate/Middle Schools (Public),6-8,HTMNC,N
-117.087635028686,32.6350389902931,609,37103710120485,628,San Diego County Office of Education,Davila Day,540 G Street,Chula Vista,91910,2009/07/27 00:00:00+00,N,County Office of Education (COE),Special Education Schools (Public),P-8,Davila Day,N
-117.041213489489,32.547750691649,610,37683790123000,629,San Ysidro Elementary,Willow Elementary,226 Willow Road,San Ysidro,92173,2010/08/23 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Willow Elementary 2,N
-117.148903348338,32.8071117276463,611,37683380122788,630,San Diego Unified,School for Entrepreneurship and Technology,3540 Aero Court,San Diego,92123,2010/09/07 00:00:00+00,Y,Unified School District,High Schools (Public),9-12,SET,N
-117.119124616674,32.7624324906732,612,37683380121681,631,San Diego Unified,San Diego Global Vision Academy,3430 School Street,San Diego,92116,2010/09/06 00:00:00+00,Y,Unified School District,Elementary Schools (Public),K-8,SD Global Vision,N
-117.092401692411,32.7237882684594,613,37683386117279,633,San Diego Unified,Holly Drive Leadership Academy,4801 Elm Street,San Diego,92102,1999/11/01 00:00:00+00,Y,Unified School District,Elementary Schools (Public),K-8,Holly Drive,N
-116.953248180882,32.6167000332731,614,37764710123042,634,SBC - High Tech High,High Tech Middle Chula Vista,1949 Discovery Falls Drive,Chula Vista,91915,2011/09/06 00:00:00+00,Y,Statewide Benefit Charter,Intermediate/Middle Schools (Public),6-8,HTMCV,N
-116.953248180882,32.6167000332731,615,37764710123059,635,SBC - High Tech High,High Tech Elementary Chula Vista,1949 Discovery Falls Drive,Chula Vista,91915,2011/09/06 00:00:00+00,Y,Statewide Benefit Charter,Elementary Schools (Public),K-5,HTECV,N
-117.189022164648,32.7465667468062,616,37683380123778,636,San Diego Unified,Old Town Academy K-8 Charter,2120 San Diego Avenue,San Diego,92110,2011/09/14 00:00:00+00,Y,Unified School District,Elementary Schools (Public),K-8,Old Town Academy,N
-117.250431899493,33.2299152056077,617,37684520124917,637,Vista Unified,Guajome Learning Center,2000 North Santa Fe Avenue,Vista,92083,2011/08/09 00:00:00+00,Y,Unified School District,K-12 Schools (Public),K-12,Guajome Learning Ctr,N
-116.921953167508,32.7993287049343,618,37679916093199,639,Cajon Valley Union,Sevick Special Education,1609 East Madison Avenue,El Cajon,92019,1980/07/01 00:00:00+00,N,Elementary School District,Preschool,P,Sevick,N
-116.953961246458,33.2786917373747,619,37754160122796,640,Warner Unified,All Tribes Elementary Charter,"34320 Valley Center Road, Suite B",Valley Center,92082,2010/09/07 00:00:00+00,Y,Unified School District,Elementary Schools (Public),K-5,All Tribes Elem,N
-116.493737917685,32.7321547388215,620,37682130118711,641,Mountain Empire Unified,Mountain Empire Special Education Preschool,3291 Buckman Springs Road,Pine Valley,91962,2008/07/01 00:00:00+00,N,Unified School District,Preschool,P,ME SE Preschool,N
-116.755342199368,32.8353061248691,621,37680490127118,644,Dehesa Elementary,The Heights Charter,"2710 Alpine Boulevard, Suite E",Alpine,91901,2012/09/04 00:00:00+00,Y,Elementary School District,Elementary Schools (Public),K-8,Heights,N
-116.475398940125,32.6244315261151,622,37682130126995,645,Mountain Empire Unified,Camp Lockett Middle,31360 Highway 94,Campo,91906,2012/08/23 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),7-8,Camp Lockett Mid,N
-116.52579433375,32.8202123683302,623,37682130127001,646,Mountain Empire Unified,Pine Valley Middle,7454 Pine Boulevard,Pine Valley,91962,2012/08/23 00:00:00+00,N,Unified School District,Intermediate/Middle Schools (Public),7-8,Pine Valley Mid,N
-117.079770404357,32.7541298393639,624,37683380124347,647,San Diego Unified,City Heights Preparatory Charter,4260 54th Street,San Diego,92115,2012/09/04 00:00:00+00,Y,Unified School District,K-12 Schools (Public),6-12,City Heights Prep,N
-117.146794873921,32.7560490283572,625,37683380126938,649,San Diego Unified,Home & Hosp/Transition Support,"4100 Normal Street, Annex 14",San Diego,92103,2012/09/03 00:00:00+00,N,Unified School District,K-12 Schools (Public),K-12,HHTS,N
-117.111183182464,32.5744111544905,626,37683950125872,651,South Bay Union Elementary,VIP Village Preschool,1001 Fern Avenue,Imperial Beach,91932,2012/07/30 00:00:00+00,N,Elementary School District,Preschool,P,VIP Village,N
-117.089278435668,32.642851058927,627,37684110126086,652,Sweetwater Union High,Hawking S.T.E.A.M. Charter,489 E Street,Chula Vista,91910,2012/07/23 00:00:00+00,Y,High School District,K-12 Schools (Public),K-12,Hawking S.T.E.A.M.,N
-117.219258430485,33.2226386133366,628,37684520126300,653,Vista Unified,Vista Visions Academy,1575 Bonair Drive,Vista,92084,2012/08/20 00:00:00+00,N,Unified School District,Alternative Schools of Choice,K-12,Vista Visions,N
-117.153948620969,32.7942167465756,629,37103710128538,654,San Diego County Office of Education,San Diego County Court,2801 Meadow Lark Drive,San Diego,92123,2013/07/01 00:00:00+00,N,County Office of Education (COE),Juvenile Court Schools,K-12,County Court,N
-116.958185015736,32.6230933797226,630,37680230127431,656,Chula Vista Elementary,Camarena (Enrique S.) Elementary,1650 Exploration Falls Drive,Chula Vista,91915,2013/07/24 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Camarena,N
-117.104075394193,33.0995001541672,631,37681060127241,658,Escondido Union High,Del Lago Academy - Campus of Applied Science,1740 Scenic Trail Way,Escondido,92029,2013/08/01 00:00:00+00,N,High School District,High Schools (Public),9-12,Del Lago Academy,N
-116.93558849448,32.7934124600572,632,37681300128819,659,Grossmont Union High,REACH Academy,230 Jamacha Road,El Cajon,92019,2013/09/03 00:00:00+00,N,High School District,Special Education Schools (Public),9-12,REACH Academy,N
